10000	0	0.5071
10000	1	0.5071
10000	2	0.507
10000	3	0.5071
10000	4	0.5071
10000	5	0.507
10000	6	0.5069
10000	7	0.5068
10000	8	0.5067
10000	9	0.5067
10000	10	0.5066
10000	11	0.5066
10000	12	0.5066
10000	13	0.5065
10000	14	0.5064
10000	15	0.5064
10000	16	0.5063
10000	17	0.5063
10000	18	0.5064
10000	19	0.5065
10000	20	0.5064
10000	21	0.5065
10000	22	0.5065
10000	23	0.5065
10000	24	0.5066
10000	25	0.5066
10000	26	0.5067
10000	27	0.5067
10000	28	0.5068
10000	29	0.5068
10000	30	0.5067
10000	31	0.5066
10000	32	0.5067
10000	33	0.5066
10000	34	0.5065
10000	35	0.5065
10000	36	0.5066
10000	37	0.5065
10000	38	0.5065
10000	39	0.5066
10000	40	0.5066
10000	41	0.5067
10000	42	0.5066
10000	43	0.5066
10000	44	0.5067
10000	45	0.5067
10000	46	0.5067
10000	47	0.5066
10000	48	0.5067
10000	49	0.5067
10000	50	0.5067
10000	51	0.5068
10000	52	0.5068
10000	53	0.5069
10000	54	0.5069
10000	55	0.5068
10000	56	0.5069
10000	57	0.507
10000	58	0.507
10000	59	0.507
10000	60	0.5071
10000	61	0.5071
10000	62	0.5071
10000	63	0.507
10000	64	0.5071
10000	65	0.5072
10000	66	0.5072
10000	67	0.5072
10000	68	0.5072
10000	69	0.5071
10000	70	0.5071
10000	71	0.507
10000	72	0.507
10000	73	0.5069
10000	74	0.507
10000	75	0.5069
10000	76	0.5069
10000	77	0.5068
10000	78	0.5068
10000	79	0.5069
10000	80	0.507
10000	81	0.5071
10000	82	0.507
10000	83	0.507
10000	84	0.507
10000	85	0.5071
10000	86	0.507
10000	87	0.5071
10000	88	0.5071
10000	89	0.507
10000	90	0.5069
10000	91	0.5068
10000	92	0.5068
10000	93	0.5068
10000	94	0.5069
10000	95	0.5068
10000	96	0.5068
10000	97	0.5068
10000	98	0.5068
10000	99	0.5068
10001	0	0.5067
10001	1	0.5067
10001	2	0.5067
10001	3	0.5066
10001	4	0.5067
10001	5	0.5066
10001	6	0.5067
10001	7	0.5067
10001	8	0.5066
10001	9	0.5066
10001	10	0.5067
10001	11	0.5067
10001	12	0.5067
10001	13	0.5067
10001	14	0.5066
10001	15	0.5066
10001	16	0.5065
10001	17	0.5064
10001	18	0.5064
10001	19	0.5064
10001	20	0.5065
10001	21	0.5066
10001	22	0.5067
10001	23	0.5067
10001	24	0.5066
10001	25	0.5066
10001	26	0.5066
10001	27	0.5065
10001	28	0.5066
10001	29	0.5067
10001	30	0.5068
10001	31	0.5068
10001	32	0.5069
10001	33	0.5069
10001	34	0.507
10001	35	0.5071
10001	36	0.5071
10001	37	0.5072
10001	38	0.5072
10001	39	0.5072
10001	40	0.5072
10001	41	0.5071
10001	42	0.507
10001	43	0.5069
10001	44	0.5068
10001	45	0.5068
10001	46	0.5067
10001	47	0.5066
10001	48	0.5065
10001	49	0.5064
10001	50	0.5063
10001	51	0.5064
10001	52	0.5065
10001	53	0.5064
10001	54	0.5064
10001	55	0.5065
10001	56	0.5065
10001	57	0.5064
10001	58	0.5065
10001	59	0.5065
10001	60	0.5066
10001	61	0.5065
10001	62	0.5066
10001	63	0.5067
10001	64	0.5067
10001	65	0.5066
10001	66	0.5065
10001	67	0.5065
10001	68	0.5065
10001	69	0.5065
10001	70	0.5065
10001	71	0.5065
10001	72	0.5066
10001	73	0.5066
10001	74	0.5066
10001	75	0.5065
10001	76	0.5066
10001	77	0.5067
10001	78	0.5067
10001	79	0.5067
10001	80	0.5068
10001	81	0.5068
10001	82	0.5069
10001	83	0.5068
10001	84	0.5069
10001	85	0.5069
10001	86	0.507
10001	87	0.5069
10001	88	0.507
10001	89	0.507
10001	90	0.5069
10001	91	0.5069
10001	92	0.507
10001	93	0.507
10001	94	0.5071
10001	95	0.507
10001	96	0.507
10001	97	0.5071
10001	98	0.5071
10001	99	0.5071
10002	0	0.5071
10002	1	0.507
10002	2	0.507
10002	3	0.5069
10002	4	0.5069
10002	5	0.5069
10002	6	0.507
10002	7	0.507
10002	8	0.507
10002	9	0.507
10002	10	0.5071
10002	11	0.5071
10002	12	0.507
10002	13	0.507
10002	14	0.507
10002	15	0.507
10002	16	0.5071
10002	17	0.5072
10002	18	0.5072
10002	19	0.5072
10002	20	0.5072
10002	21	0.5072
10002	22	0.5072
10002	23	0.5072
10002	24	0.5072
10002	25	0.5071
10002	26	0.5071
10002	27	0.5072
10002	28	0.5072
10002	29	0.5072
10002	30	0.5071
10002	31	0.5071
10002	32	0.5071
10002	33	0.507
10002	34	0.507
10002	35	0.5069
10002	36	0.5069
10002	37	0.5069
10002	38	0.5068
10002	39	0.5068
10002	40	0.5069
10002	41	0.5069
10002	42	0.5069
10002	43	0.5069
10002	44	0.5068
10002	45	0.5068
10002	46	0.5068
10002	47	0.5069
10002	48	0.5068
10002	49	0.5068
10002	50	0.5069
10002	51	0.5069
10002	52	0.5068
10002	53	0.5067
10002	54	0.5067
10002	55	0.5068
10002	56	0.5068
10002	57	0.5069
10002	58	0.507
10002	59	0.507
10002	60	0.5069
10002	61	0.5069
10002	62	0.5069
10002	63	0.5069
10002	64	0.5068
10002	65	0.5067
10002	66	0.5067
10002	67	0.5066
10002	68	0.5067
10002	69	0.5066
10002	70	0.5066
10002	71	0.5066
10002	72	0.5067
10002	73	0.5066
10002	74	0.5066
10002	75	0.5066
10002	76	0.5065
10002	77	0.5066
10002	78	0.5066
10002	79	0.5066
10002	80	0.5067
10002	81	0.5067
10002	82	0.5066
10002	83	0.5065
10002	84	0.5064
10002	85	0.5064
10002	86	0.5063
10002	87	0.5062
10002	88	0.5062
10002	89	0.5061
10002	90	0.5061
10002	91	0.5061
10002	92	0.5061
10002	93	0.5062
10002	94	0.5063
10002	95	0.5064
10002	96	0.5063
10002	97	0.5062
10002	98	0.5063
10002	99	0.5063
10003	0	0.5063
10003	1	0.5062
10003	2	0.5061
10003	3	0.506
10003	4	0.506
10003	5	0.5061
10003	6	0.506
10003	7	0.506
10003	8	0.506
10003	9	0.506
10003	10	0.5061
10003	11	0.5062
10003	12	0.5062
10003	13	0.5062
10003	14	0.5062
10003	15	0.5063
10003	16	0.5062
10003	17	0.5061
10003	18	0.5061
10003	19	0.5062
10003	20	0.5061
10003	21	0.5061
10003	22	0.506
10003	23	0.506
10003	24	0.506
10003	25	0.5061
10003	26	0.5061
10003	27	0.5062
10003	28	0.5062
10003	29	0.5061
10003	30	0.5062
10003	31	0.5062
10003	32	0.5061
10003	33	0.5061
10003	34	0.5061
10003	35	0.5061
10003	36	0.5061
10003	37	0.5061
10003	38	0.5061
10003	39	0.5061
10003	40	0.5062
10003	41	0.5063
10003	42	0.5062
10003	43	0.5062
10003	44	0.5063
10003	45	0.5063
10003	46	0.5062
10003	47	0.5063
10003	48	0.5063
10003	49	0.5064
10003	50	0.5064
10003	51	0.5064
10003	52	0.5063
10003	53	0.5063
10003	54	0.5063
10003	55	0.5062
10003	56	0.5062
10003	57	0.5062
10003	58	0.5062
10003	59	0.5063
10003	60	0.5064
10003	61	0.5064
10003	62	0.5064
10003	63	0.5065
10003	64	0.5065
10003	65	0.5065
10003	66	0.5065
10003	67	0.5066
10003	68	0.5065
10003	69	0.5066
10003	70	0.5066
10003	71	0.5065
10003	72	0.5065
10003	73	0.5065
10003	74	0.5065
10003	75	0.5065
10003	76	0.5064
10003	77	0.5063
10003	78	0.5062
10003	79	0.5062
10003	80	0.5061
10003	81	0.5061
10003	82	0.506
10003	83	0.5059
10003	84	0.506
10003	85	0.506
10003	86	0.506
10003	87	0.5059
10003	88	0.5059
10003	89	0.5059
10003	90	0.5058
10003	91	0.5059
10003	92	0.5058
10003	93	0.5058
10003	94	0.5058
10003	95	0.5057
10003	96	0.5057
10003	97	0.5056
10003	98	0.5056
10003	99	0.5056
10004	0	0.5055
10004	1	0.5055
10004	2	0.5055
10004	3	0.5054
10004	4	0.5053
10004	5	0.5053
10004	6	0.5052
10004	7	0.5052
10004	8	0.5052
10004	9	0.5053
10004	10	0.5053
10004	11	0.5053
10004	12	0.5053
10004	13	0.5053
10004	14	0.5053
10004	15	0.5053
10004	16	0.5052
10004	17	0.5052
10004	18	0.5051
10004	19	0.505
10004	20	0.505
10004	21	0.5051
10004	22	0.5051
10004	23	0.5051
10004	24	0.5051
10004	25	0.5051
10004	26	0.5051
10004	27	0.5051
10004	28	0.5051
10004	29	0.5051
10004	30	0.505
10004	31	0.5051
10004	32	0.505
10004	33	0.505
10004	34	0.505
10004	35	0.5051
10004	36	0.5051
10004	37	0.5052
10004	38	0.5053
10004	39	0.5053
10004	40	0.5053
10004	41	0.5053
10004	42	0.5053
10004	43	0.5052
10004	44	0.5052
10004	45	0.5053
10004	46	0.5054
10004	47	0.5053
10004	48	0.5052
10004	49	0.5052
10004	50	0.5052
10004	51	0.5052
10004	52	0.5051
10004	53	0.505
10004	54	0.505
10004	55	0.5051
10004	56	0.5052
10004	57	0.5051
10004	58	0.505
10004	59	0.505
10004	60	0.505
10004	61	0.505
10004	62	0.5049
10004	63	0.5048
10004	64	0.5047
10004	65	0.5048
10004	66	0.5048
10004	67	0.5048
10004	68	0.5048
10004	69	0.5048
10004	70	0.5048
10004	71	0.5049
10004	72	0.5049
10004	73	0.5049
10004	74	0.5048
10004	75	0.5049
10004	76	0.5048
10004	77	0.5049
10004	78	0.505
10004	79	0.505
10004	80	0.505
10004	81	0.505
10004	82	0.505
10004	83	0.505
10004	84	0.505
10004	85	0.5051
10004	86	0.5051
10004	87	0.5052
10004	88	0.5052
10004	89	0.5052
10004	90	0.5053
10004	91	0.5052
10004	92	0.5052
10004	93	0.5053
10004	94	0.5053
10004	95	0.5053
10004	96	0.5053
10004	97	0.5053
10004	98	0.5054
10004	99	0.5053
10005	0	0.5054
10005	1	0.5054
10005	2	0.5053
10005	3	0.5053
10005	4	0.5054
10005	5	0.5055
10005	6	0.5054
10005	7	0.5053
10005	8	0.5052
10005	9	0.5051
10005	10	0.505
10005	11	0.5049
10005	12	0.5049
10005	13	0.5049
10005	14	0.5049
10005	15	0.5048
10005	16	0.5049
10005	17	0.5049
10005	18	0.505
10005	19	0.505
10005	20	0.5049
10005	21	0.505
10005	22	0.5049
10005	23	0.5049
10005	24	0.505
10005	25	0.505
10005	26	0.5049
10005	27	0.505
10005	28	0.505
10005	29	0.505
10005	30	0.5049
10005	31	0.5048
10005	32	0.5047
10005	33	0.5047
10005	34	0.5048
10005	35	0.5048
10005	36	0.5048
10005	37	0.5048
10005	38	0.5047
10005	39	0.5046
10005	40	0.5047
10005	41	0.5047
10005	42	0.5047
10005	43	0.5048
10005	44	0.5049
10005	45	0.5048
10005	46	0.5048
10005	47	0.5047
10005	48	0.5046
10005	49	0.5047
10005	50	0.5046
10005	51	0.5047
10005	52	0.5047
10005	53	0.5047
10005	54	0.5047
10005	55	0.5048
10005	56	0.5049
10005	57	0.505
10005	58	0.5049
10005	59	0.5049
10005	60	0.505
10005	61	0.505
10005	62	0.505
10005	63	0.5051
10005	64	0.5052
10005	65	0.5052
10005	66	0.5053
10005	67	0.5053
10005	68	0.5053
10005	69	0.5054
10005	70	0.5054
10005	71	0.5053
10005	72	0.5054
10005	73	0.5055
10005	74	0.5056
10005	75	0.5055
10005	76	0.5055
10005	77	0.5054
10005	78	0.5054
10005	79	0.5054
10005	80	0.5054
10005	81	0.5054
10005	82	0.5053
10005	83	0.5052
10005	84	0.5053
10005	85	0.5052
10005	86	0.5053
10005	87	0.5054
10005	88	0.5054
10005	89	0.5053
10005	90	0.5053
10005	91	0.5053
10005	92	0.5053
10005	93	0.5053
10005	94	0.5054
10005	95	0.5053
10005	96	0.5052
10005	97	0.5052
10005	98	0.5052
10005	99	0.5053
10006	0	0.5052
10006	1	0.5052
10006	2	0.5052
10006	3	0.5052
10006	4	0.5053
10006	5	0.5052
10006	6	0.5051
10006	7	0.5052
10006	8	0.5052
10006	9	0.5052
10006	10	0.5051
10006	11	0.505
10006	12	0.505
10006	13	0.505
10006	14	0.505
10006	15	0.5049
10006	16	0.505
10006	17	0.505
10006	18	0.505
10006	19	0.5049
10006	20	0.5049
10006	21	0.5049
10006	22	0.5048
10006	23	0.5048
10006	24	0.5048
10006	25	0.5047
10006	26	0.5046
10006	27	0.5047
10006	28	0.5047
10006	29	0.5048
10006	30	0.5047
10006	31	0.5048
10006	32	0.5049
10006	33	0.5049
10006	34	0.505
10006	35	0.5049
10006	36	0.5049
10006	37	0.5049
10006	38	0.5049
10006	39	0.505
10006	40	0.5049
10006	41	0.5049
10006	42	0.5049
10006	43	0.5049
10006	44	0.5049
10006	45	0.505
10006	46	0.5051
10006	47	0.5051
10006	48	0.5051
10006	49	0.5051
10006	50	0.5051
10006	51	0.5051
10006	52	0.5052
10006	53	0.5051
10006	54	0.505
10006	55	0.505
10006	56	0.505
10006	57	0.505
10006	58	0.505
10006	59	0.5049
10006	60	0.5048
10006	61	0.5049
10006	62	0.505
10006	63	0.5051
10006	64	0.5051
10006	65	0.505
10006	66	0.505
10006	67	0.505
10006	68	0.5049
10006	69	0.5049
10006	70	0.505
10006	71	0.505
10006	72	0.505
10006	73	0.5051
10006	74	0.5052
10006	75	0.5052
10006	76	0.5053
10006	77	0.5054
10006	78	0.5054
10006	79	0.5054
10006	80	0.5054
10006	81	0.5053
10006	82	0.5054
10006	83	0.5054
10006	84	0.5053
10006	85	0.5054
10006	86	0.5053
10006	87	0.5053
10006	88	0.5053
10006	89	0.5052
10006	90	0.5052
10006	91	0.5051
10006	92	0.5051
10006	93	0.505
10006	94	0.5049
10006	95	0.505
10006	96	0.505
10006	97	0.505
10006	98	0.5051
10006	99	0.5051
10007	0	0.5051
10007	1	0.5051
10007	2	0.5052
10007	3	0.5052
10007	4	0.5051
10007	5	0.5051
10007	6	0.5051
10007	7	0.5052
10007	8	0.5051
10007	9	0.5052
10007	10	0.5052
10007	11	0.5052
10007	12	0.5052
10007	13	0.5052
10007	14	0.5052
10007	15	0.5052
10007	16	0.5052
10007	17	0.5052
10007	18	0.5051
10007	19	0.5051
10007	20	0.5052
10007	21	0.5053
10007	22	0.5054
10007	23	0.5055
10007	24	0.5055
10007	25	0.5056
10007	26	0.5056
10007	27	0.5056
10007	28	0.5055
10007	29	0.5054
10007	30	0.5054
10007	31	0.5055
10007	32	0.5055
10007	33	0.5054
10007	34	0.5054
10007	35	0.5054
10007	36	0.5054
10007	37	0.5053
10007	38	0.5054
10007	39	0.5053
10007	40	0.5053
10007	41	0.5053
10007	42	0.5053
10007	43	0.5053
10007	44	0.5053
10007	45	0.5054
10007	46	0.5055
10007	47	0.5055
10007	48	0.5055
10007	49	0.5054
10007	50	0.5054
10007	51	0.5053
10007	52	0.5053
10007	53	0.5052
10007	54	0.5052
10007	55	0.5052
10007	56	0.5052
10007	57	0.5051
10007	58	0.5051
10007	59	0.5052
10007	60	0.5053
10007	61	0.5053
10007	62	0.5053
10007	63	0.5053
10007	64	0.5052
10007	65	0.5051
10007	66	0.5051
10007	67	0.505
10007	68	0.5049
10007	69	0.5049
10007	70	0.505
